Size of array,Array Time
148,0.3800000E-4
149,0.3900000E-4
150,0.4000000E-4
151,0.4100000E-4
152,0.4200000E-4
153,0.4300000E-4
154,0.4300000E-4
155,0.4400000E-4
156,0.4500000E-4
157,0.4500000E-4
158,0.4600000E-4
159,0.4700000E-4
160,0.4800000E-4
161,0.4900000E-4
162,0.4900000E-4
163,0.5000000E-4
164,0.5100000E-4
165,0.5100000E-4
166,0.5200000E-4
167,0.5300000E-4
168,0.5400000E-4
169,0.5500000E-4
170,0.5500000E-4
171,0.5600000E-4
172,0.5700000E-4
173,0.5800000E-4
174,0.5900000E-4
175,0.5900000E-4
176,0.6000000E-4
177,0.6100000E-4
178,0.6200000E-4
179,0.6400000E-4
180,0.6500000E-4
181,0.6500000E-4
182,0.6600000E-4
183,0.6700000E-4
184,0.6800000E-4
185,0.6900000E-4
186,0.7000000E-4
187,0.7100000E-4
188,0.7200000E-4
189,0.7300000E-4
190,0.7400000E-4
191,0.7500000E-4
192,0.7600000E-4
193,0.7700000E-4
194,0.7800000E-4
195,0.7900000E-4
196,0.8000000E-4
197,0.8100000E-4
198,0.8200000E-4
199,0.8300000E-4
200,0.8400000E-4
201,0.8500000E-4
202,0.8600000E-4
203,0.8700000E-4
204,0.8800000E-4
205,0.8900000E-4
206,0.9000000E-4
207,0.9100000E-4
208,0.9200000E-4
209,0.9300000E-4
210,0.9400000E-4
211,0.9500000E-4
212,0.9700000E-4
213,0.9800000E-4
214,0.9900000E-4
215,0.1010000E-3
216,0.1030000E-3
217,0.1040000E-3
218,0.1050000E-3
219,0.1060000E-3
220,0.1080000E-3
221,0.1090000E-3
222,0.1110000E-3
223,0.1120000E-3
224,0.1140000E-3
225,0.1150000E-3
226,0.1160000E-3
227,0.1180000E-3
228,0.1190000E-3
229,0.1210000E-3
230,0.1220000E-3
231,0.1230000E-3
232,0.1250000E-3
233,0.1260000E-3
234,0.1270000E-3
235,0.1280000E-3
236,0.1290000E-3
237,0.1310000E-3
238,0.1320000E-3
239,0.1330000E-3
240,0.1340000E-3
241,0.1350000E-3
242,0.1360000E-3
243,0.1370000E-3
244,0.1380000E-3
245,0.1390000E-3
246,0.1400000E-3
247,0.1410000E-3
248,0.1420000E-3
249,0.1420000E-3
250,0.1430000E-3
251,0.1440000E-3
252,0.1450000E-3
253,0.1460000E-3
254,0.1470000E-3
255,0.1480000E-3
256,0.1490000E-3
257,0.1500000E-3
258,0.1510000E-3
259,0.1520000E-3
260,0.1530000E-3
261,0.1540000E-3
262,0.1560000E-3
263,0.1570000E-3
264,0.1580000E-3
265,0.1590000E-3
266,0.1740000E-3
267,0.1750000E-3
268,0.1770000E-3
269,0.1780000E-3
270,0.1790000E-3
271,0.1800000E-3
272,0.1810000E-3
273,0.1820000E-3
274,0.1840000E-3
275,0.1850000E-3
276,0.1860000E-3
277,0.1870000E-3
278,0.1880000E-3
279,0.1890000E-3
280,0.1910000E-3
281,0.1930000E-3
282,0.1940000E-3
283,0.1950000E-3
284,0.1960000E-3
285,0.1980000E-3
286,0.2000000E-3
287,0.2010000E-3
288,0.2030000E-3
289,0.2050000E-3
290,0.2060000E-3
291,0.2070000E-3
292,0.2080000E-3
293,0.2090000E-3
294,0.2120000E-3
295,0.2130000E-3
296,0.2150000E-3
297,0.2170000E-3
298,0.2180000E-3
299,0.2200000E-3
300,0.2220000E-3
301,0.2240000E-3
302,0.2260000E-3
303,0.2280000E-3
304,0.2290000E-3
305,0.2300000E-3
306,0.2320000E-3
307,0.2330000E-3
308,0.2350000E-3
309,0.2370000E-3
310,0.2380000E-3
311,0.2430000E-3
312,0.2440000E-3
313,0.2460000E-3
314,0.2470000E-3
315,0.2480000E-3
316,0.2490000E-3
317,0.2500000E-3
318,0.2510000E-3
319,0.2520000E-3
320,0.2530000E-3
321,0.2540000E-3
322,0.2550000E-3
323,0.2570000E-3
324,0.2580000E-3
325,0.2590000E-3
326,0.2610000E-3
327,0.2620000E-3
328,0.2630000E-3
329,0.2640000E-3
330,0.2650000E-3
331,0.2660000E-3
332,0.2680000E-3
333,0.2700000E-3
334,0.2710000E-3
335,0.2720000E-3
336,0.2740000E-3
337,0.2750000E-3
338,0.2760000E-3
339,0.2780000E-3
340,0.2790000E-3
341,0.2800000E-3
342,0.2830000E-3
343,0.2840000E-3
344,0.2850000E-3
345,0.2860000E-3
346,0.2870000E-3
347,0.2880000E-3
348,0.2890000E-3
349,0.2900000E-3
350,0.2910000E-3
351,0.2920000E-3
352,0.2930000E-3
353,0.2940000E-3
354,0.2950000E-3
355,0.2960000E-3
356,0.2970000E-3
357,0.2980000E-3
358,0.2990000E-3
359,0.3000000E-3
360,0.3010000E-3
361,0.3030000E-3
362,0.3040000E-3
363,0.3050000E-3
364,0.3060000E-3
365,0.3070000E-3
366,0.3080000E-3
367,0.3100000E-3
368,0.3120000E-3
369,0.3130000E-3
370,0.3140000E-3
371,0.3160000E-3
372,0.3170000E-3
373,0.3180000E-3
374,0.3190000E-3
375,0.3210000E-3
376,0.3230000E-3
377,0.3240000E-3
378,0.3250000E-3
379,0.3260000E-3
380,0.3270000E-3
381,0.3280000E-3
382,0.3300000E-3
383,0.3320000E-3
384,0.3340000E-3
385,0.3360000E-3
386,0.3380000E-3
387,0.3390000E-3
388,0.3400000E-3
389,0.3410000E-3
390,0.3420000E-3
391,0.3430000E-3
392,0.3440000E-3
393,0.3450000E-3
394,0.3460000E-3
395,0.3480000E-3
396,0.3490000E-3
397,0.3500000E-3
398,0.3510000E-3
399,0.3530000E-3
400,0.3540000E-3
401,0.3550000E-3
402,0.3560000E-3
403,0.3570000E-3
404,0.3590000E-3
405,0.3600000E-3
406,0.3620000E-3
407,0.3630000E-3
408,0.3650000E-3
409,0.3660000E-3
410,0.3670000E-3
411,0.3680000E-3
412,0.3700000E-3
413,0.3720000E-3
414,0.3740000E-3
415,0.3750000E-3
416,0.3760000E-3
417,0.3770000E-3
418,0.3780000E-3
419,0.3790000E-3
420,0.3800000E-3
421,0.3810000E-3
422,0.3820000E-3
423,0.3830000E-3
424,0.3840000E-3
425,0.3850000E-3
426,0.3860000E-3
427,0.3870000E-3
428,0.3880000E-3
429,0.3890000E-3
430,0.3900000E-3
431,0.3920000E-3
432,0.3930000E-3
433,0.3940000E-3
434,0.4130000E-3
435,0.4140000E-3
436,0.4150000E-3
437,0.4160000E-3
438,0.4180000E-3
439,0.4200000E-3
440,0.4220000E-3
441,0.4240000E-3
442,0.4260000E-3
443,0.4270000E-3
444,0.4280000E-3
445,0.4300000E-3
446,0.4320000E-3
447,0.4340000E-3
448,0.4360000E-3
449,0.4380000E-3
450,0.4400000E-3
451,0.4410000E-3
452,0.4430000E-3
453,0.4440000E-3
454,0.4450000E-3
455,0.4460000E-3
456,0.4470000E-3
457,0.4490000E-3
458,0.4510000E-3
459,0.4520000E-3
460,0.4530000E-3
461,0.4550000E-3
462,0.4560000E-3
463,0.4580000E-3
464,0.4590000E-3
465,0.4600000E-3
466,0.4610000E-3
467,0.4620000E-3
468,0.4630000E-3
469,0.4640000E-3
470,0.4660000E-3
471,0.4680000E-3
472,0.4700000E-3
473,0.4710000E-3
474,0.4720000E-3
475,0.4730000E-3
476,0.4740000E-3
477,0.4760000E-3
478,0.4770000E-3
479,0.4970000E-3
480,0.4990000E-3
481,0.5010000E-3
482,0.5030000E-3
483,0.5050000E-3
484,0.5070000E-3
485,0.5090000E-3
486,0.5100000E-3
487,0.5120000E-3
488,0.5140000E-3
489,0.5160000E-3
490,0.5170000E-3
491,0.5180000E-3
492,0.5200000E-3
493,0.5220000E-3
494,0.5230000E-3
495,0.5240000E-3
496,0.5250000E-3
497,0.5260000E-3
498,0.5280000E-3
499,0.5300000E-3
500,0.5320000E-3
501,0.5340000E-3
502,0.5360000E-3
503,0.5370000E-3
504,0.5380000E-3
505,0.5390000E-3
506,0.5400000E-3
507,0.5410000E-3
508,0.5420000E-3
509,0.5430000E-3
510,0.5440000E-3
511,0.5450000E-3
512,0.5470000E-3
513,0.5490000E-3
514,0.5500000E-3
515,0.5510000E-3
516,0.5710000E-3
517,0.5720000E-3
518,0.5740000E-3
519,0.5750000E-3
520,0.5760000E-3
521,0.5780000E-3
522,0.5790000E-3
523,0.5810000E-3
524,0.5830000E-3
525,0.5850000E-3
526,0.5870000E-3
527,0.5880000E-3
528,0.5900000E-3
529,0.5920000E-3
530,0.5930000E-3
531,0.5950000E-3
532,0.5960000E-3
533,0.5980000E-3
534,0.6000000E-3
535,0.6010000E-3
536,0.6020000E-3
537,0.6040000E-3
538,0.6050000E-3
539,0.6060000E-3
540,0.6070000E-3
541,0.6080000E-3
542,0.6090000E-3
543,0.6110000E-3
544,0.6130000E-3
545,0.6150000E-3
546,0.6170000E-3
547,0.6180000E-3
548,0.6190000E-3
549,0.6210000E-3
550,0.6230000E-3
551,0.6240000E-3
552,0.6280000E-3
553,0.6290000E-3
554,0.6310000E-3
555,0.6320000E-3
556,0.6330000E-3
557,0.6340000E-3
558,0.6350000E-3
559,0.6370000E-3
560,0.6380000E-3
561,0.6400000E-3
562,0.6410000E-3
563,0.6430000E-3
564,0.6440000E-3
565,0.6460000E-3
566,0.6470000E-3
567,0.6480000E-3
568,0.6490000E-3
569,0.6500000E-3
570,0.6510000E-3
571,0.6520000E-3
572,0.6530000E-3
573,0.6540000E-3
574,0.6550000E-3
575,0.6560000E-3
576,0.6580000E-3
577,0.6590000E-3
578,0.6600000E-3
579,0.6610000E-3
580,0.6620000E-3
581,0.6630000E-3
582,0.6640000E-3
583,0.6660000E-3
584,0.6670000E-3
585,0.6680000E-3
586,0.6690000E-3
587,0.6700000E-3
588,0.6720000E-3
589,0.6730000E-3
590,0.6750000E-3
591,0.6760000E-3
592,0.6770000E-3
593,0.6780000E-3
594,0.6790000E-3
595,0.6810000E-3
596,0.6820000E-3
597,0.6830000E-3
598,0.6850000E-3
599,0.6860000E-3
600,0.6870000E-3
601,0.6880000E-3
602,0.6890000E-3
603,0.6910000E-3
604,0.6920000E-3
605,0.6930000E-3
606,0.6940000E-3
607,0.6960000E-3
608,0.6980000E-3
609,0.6990000E-3
610,0.7000000E-3
611,0.7010000E-3
612,0.7020000E-3
613,0.7030000E-3
614,0.7040000E-3
615,0.7060000E-3
616,0.7080000E-3
617,0.7090000E-3
618,0.7100000E-3
619,0.7120000E-3
620,0.7140000E-3
621,0.7160000E-3
622,0.7170000E-3
623,0.7190000E-3
624,0.7210000E-3
625,0.7220000E-3
626,0.7240000E-3
627,0.7260000E-3
628,0.7270000E-3
629,0.7290000E-3
630,0.7310000E-3
631,0.7320000E-3
632,0.7330000E-3
633,0.7350000E-3
634,0.7370000E-3
635,0.7390000E-3
636,0.7410000E-3
637,0.7430000E-3
638,0.7440000E-3
639,0.7460000E-3
640,0.7480000E-3
641,0.7490000E-3
642,0.7510000E-3
643,0.7530000E-3
644,0.7540000E-3
645,0.7560000E-3
646,0.7580000E-3
647,0.7590000E-3
648,0.7610000E-3
649,0.7630000E-3
650,0.7640000E-3
651,0.7660000E-3
652,0.7680000E-3
653,0.7690000E-3
654,0.7710000E-3
655,0.7720000E-3
656,0.7740000E-3
657,0.7750000E-3
658,0.7770000E-3
659,0.7790000E-3
660,0.7810000E-3
661,0.7830000E-3
662,0.7850000E-3
663,0.7860000E-3
664,0.7880000E-3
665,0.7900000E-3
666,0.7920000E-3
667,0.7940000E-3
668,0.7960000E-3
669,0.7980000E-3
670,0.8000000E-3
671,0.8010000E-3
672,0.8030000E-3
673,0.8050000E-3
674,0.8070000E-3
675,0.8090000E-3
676,0.8100000E-3
677,0.8120000E-3
678,0.8140000E-3
679,0.8150000E-3
680,0.8170000E-3
681,0.8190000E-3
682,0.8210000E-3
683,0.8220000E-3
684,0.8240000E-3
685,0.8260000E-3
686,0.8270000E-3
687,0.8290000E-3
688,0.8310000E-3
689,0.8330000E-3
690,0.8350000E-3
691,0.8550000E-3
692,0.8570000E-3
693,0.8580000E-3
694,0.8590000E-3
695,0.8600000E-3
696,0.8620000E-3
697,0.8640000E-3
698,0.8660000E-3
699,0.8680000E-3
700,0.8700000E-3
701,0.8720000E-3
702,0.8740000E-3
703,0.8760000E-3
704,0.8780000E-3
705,0.8800000E-3
706,0.8820000E-3
707,0.8840000E-3
708,0.8860000E-3
709,0.8880000E-3
710,0.8900000E-3
711,0.8920000E-3
712,0.8940000E-3
713,0.8960000E-3
714,0.8980000E-3
715,0.9000000E-3
716,0.9020000E-3
717,0.9040000E-3
718,0.9060000E-3
719,0.9080000E-3
720,0.9100000E-3
721,0.9120000E-3
722,0.9140000E-3
723,0.9150000E-3
724,0.9170000E-3
725,0.9190000E-3
726,0.9210000E-3
727,0.9230000E-3
728,0.9250000E-3
729,0.9270000E-3
730,0.9290000E-3
731,0.9310000E-3
732,0.9330000E-3
733,0.9350000E-3
734,0.9370000E-3
735,0.9550000E-3
736,0.9570000E-3
737,0.9590000E-3
738,0.9610000E-3
739,0.9620000E-3
740,0.9640000E-3
741,0.9650000E-3
742,0.9670000E-3
743,0.9680000E-3
744,0.9700000E-3
745,0.9720000E-3
746,0.9740000E-3
747,0.9760000E-3
748,0.9780000E-3
749,0.9790000E-3
750,0.9810000E-3
751,0.9830000E-3
752,0.9840000E-3
753,0.9860000E-3
754,0.9870000E-3
755,0.9890000E-3
756,0.9910000E-3
757,0.9930000E-3
758,0.9950000E-3
759,0.9970000E-3
760,0.9990000E-3
761,0.1002000E-2
762,0.1004000E-2
763,0.1006000E-2
764,0.1008000E-2
765,0.1010000E-2
766,0.1012000E-2
767,0.1013000E-2
768,0.1015000E-2
769,0.1017000E-2
770,0.1018000E-2
771,0.1020000E-2
772,0.1022000E-2
773,0.1024000E-2
774,0.1025000E-2
775,0.1027000E-2
776,0.1029000E-2
777,0.1030000E-2
778,0.1032000E-2
779,0.1034000E-2
780,0.1036000E-2
781,0.1037000E-2
782,0.1039000E-2
783,0.1041000E-2
784,0.1043000E-2
785,0.1044000E-2
786,0.1046000E-2
787,0.1048000E-2
788,0.1049000E-2
789,0.1050000E-2
790,0.1052000E-2
791,0.1054000E-2
792,0.1055000E-2
793,0.1060000E-2
794,0.1062000E-2
795,0.1064000E-2
796,0.1066000E-2
797,0.1068000E-2
798,0.1070000E-2
799,0.1072000E-2
800,0.1074000E-2
801,0.1076000E-2
802,0.1078000E-2
803,0.1079000E-2
804,0.1081000E-2
805,0.1083000E-2
806,0.1084000E-2
807,0.1086000E-2
808,0.1088000E-2
809,0.1090000E-2
810,0.1092000E-2
811,0.1094000E-2
812,0.1096000E-2
813,0.1124000E-2
814,0.1128000E-2
815,0.1130000E-2
816,0.1132000E-2
817,0.1134000E-2
818,0.1136000E-2
819,0.1139000E-2
820,0.1141000E-2
821,0.1143000E-2
822,0.1145000E-2
823,0.1147000E-2
824,0.1149000E-2
825,0.1151000E-2
826,0.1153000E-2
827,0.1154000E-2
828,0.1156000E-2
829,0.1158000E-2
830,0.1160000E-2
831,0.1163000E-2
832,0.1165000E-2
833,0.1167000E-2
834,0.1169000E-2
835,0.1171000E-2
836,0.1175000E-2
837,0.1177000E-2
838,0.1178000E-2
839,0.1180000E-2
840,0.1182000E-2
841,0.1183000E-2
842,0.1187000E-2
843,0.1189000E-2
844,0.1191000E-2
845,0.1193000E-2
846,0.1195000E-2
847,0.1197000E-2
848,0.1199000E-2
849,0.1200000E-2
850,0.1202000E-2
851,0.1204000E-2
852,0.1206000E-2
853,0.1208000E-2
854,0.1210000E-2
855,0.1212000E-2
856,0.1213000E-2
857,0.1215000E-2
858,0.1217000E-2
859,0.1219000E-2
860,0.1222000E-2
861,0.1224000E-2
862,0.1226000E-2
863,0.1228000E-2
864,0.1230000E-2
865,0.1232000E-2
866,0.1233000E-2
867,0.1235000E-2
868,0.1237000E-2
869,0.1239000E-2
870,0.1241000E-2
871,0.1242000E-2
872,0.1244000E-2
873,0.1246000E-2
874,0.1248000E-2
875,0.1250000E-2
876,0.1252000E-2
877,0.1254000E-2
878,0.1258000E-2
879,0.1260000E-2
880,0.1262000E-2
881,0.1264000E-2
882,0.1266000E-2
883,0.1268000E-2
884,0.1270000E-2
885,0.1272000E-2
886,0.1274000E-2
887,0.1276000E-2
888,0.1278000E-2
889,0.1280000E-2
890,0.1282000E-2
891,0.1284000E-2
892,0.1286000E-2
893,0.1288000E-2
894,0.1290000E-2
895,0.1292000E-2
896,0.1294000E-2
897,0.1296000E-2
898,0.1298000E-2
899,0.1300000E-2
900,0.1302000E-2
901,0.1303000E-2
902,0.1305000E-2
903,0.1307000E-2
904,0.1309000E-2
905,0.1311000E-2
906,0.1313000E-2
907,0.1316000E-2
908,0.1318000E-2
909,0.1320000E-2
910,0.1322000E-2
911,0.1324000E-2
912,0.1326000E-2
913,0.1328000E-2
914,0.1330000E-2
915,0.1332000E-2
916,0.1334000E-2
917,0.1336000E-2
918,0.1338000E-2
919,0.1340000E-2
920,0.1342000E-2
921,0.1345000E-2
922,0.1347000E-2
923,0.1349000E-2
924,0.1351000E-2
925,0.1353000E-2
926,0.1357000E-2
927,0.1359000E-2
928,0.1361000E-2
929,0.1363000E-2
930,0.1365000E-2
931,0.1367000E-2
932,0.1370000E-2
933,0.1372000E-2
934,0.1374000E-2
935,0.1376000E-2
936,0.1378000E-2
937,0.1382000E-2
938,0.1384000E-2
939,0.1386000E-2
940,0.1387000E-2
941,0.1389000E-2
942,0.1390000E-2
943,0.1392000E-2
944,0.1397000E-2
945,0.1399000E-2
946,0.1401000E-2
947,0.1402000E-2
948,0.1404000E-2
949,0.1406000E-2
950,0.1408000E-2
951,0.1410000E-2
952,0.1412000E-2
953,0.1413000E-2
954,0.1416000E-2
955,0.1418000E-2
956,0.1420000E-2
957,0.1422000E-2
958,0.1424000E-2
959,0.1426000E-2
960,0.1428000E-2
961,0.1431000E-2
962,0.1433000E-2
963,0.1435000E-2
964,0.1437000E-2
965,0.1439000E-2
966,0.1442000E-2
967,0.1445000E-2
968,0.1448000E-2
969,0.1451000E-2
970,0.1453000E-2
971,0.1455000E-2
972,0.1457000E-2
973,0.1459000E-2
974,0.1462000E-2
975,0.1464000E-2
976,0.1467000E-2
977,0.1469000E-2
978,0.1471000E-2
979,0.1473000E-2
980,0.1475000E-2
981,0.1477000E-2
982,0.1479000E-2
983,0.1482000E-2
984,0.1484000E-2
985,0.1486000E-2
986,0.1488000E-2
987,0.1491000E-2
988,0.1493000E-2
989,0.1496000E-2
990,0.1498000E-2
991,0.1500000E-2
992,0.1502000E-2
993,0.1505000E-2
994,0.1507000E-2
995,0.1509000E-2
996,0.1511000E-2
997,0.1513000E-2
998,0.1517000E-2
999,0.1520000E-2
1000,0.1522000E-2
1001,0.1525000E-2
1002,0.1528000E-2
1003,0.1531000E-2
1004,0.1533000E-2
1005,0.1535000E-2
1006,0.1537000E-2
1007,0.1539000E-2
1008,0.1542000E-2
1009,0.1545000E-2
1010,0.1548000E-2
1011,0.1551000E-2
1012,0.1553000E-2
1013,0.1555000E-2
1014,0.1557000E-2
1015,0.1559000E-2
1016,0.1561000E-2
1017,0.1563000E-2
1018,0.1565000E-2
1019,0.1567000E-2
1020,0.1592000E-2
1021,0.1595000E-2
1022,0.1600000E-2
1023,0.1603000E-2
1024,0.1605000E-2
1025,0.1608000E-2
1026,0.1611000E-2
1027,0.1613000E-2
1028,0.1617000E-2
1029,0.1619000E-2
1030,0.1621000E-2
1031,0.1623000E-2
1032,0.1627000E-2
1033,0.1632000E-2
1034,0.1634000E-2
1035,0.1635000E-2
1036,0.1637000E-2
1037,0.1639000E-2
1038,0.1641000E-2
1039,0.1642000E-2
1040,0.1644000E-2
1041,0.1646000E-2
1042,0.1648000E-2
1043,0.1649000E-2
1044,0.1651000E-2
1045,0.1653000E-2
1046,0.1654000E-2
1047,0.1656000E-2
1048,0.1658000E-2
1049,0.1660000E-2
1050,0.1662000E-2
1051,0.1664000E-2
1052,0.1666000E-2
1053,0.1668000E-2
1054,0.1670000E-2
1055,0.1672000E-2
1056,0.1673000E-2
1057,0.1675000E-2
1058,0.1677000E-2
1059,0.1678000E-2
1060,0.1680000E-2
1061,0.1682000E-2
1062,0.1684000E-2
1063,0.1686000E-2
1064,0.1688000E-2
1065,0.1690000E-2
1066,0.1692000E-2
1067,0.1694000E-2
1068,0.1696000E-2
1069,0.1698000E-2
1070,0.1700000E-2
1071,0.1702000E-2
1072,0.1704000E-2
1073,0.1706000E-2
1074,0.1708000E-2
1075,0.1710000E-2
1076,0.1712000E-2
1077,0.1714000E-2
1078,0.1716000E-2
1079,0.1717000E-2
1080,0.1719000E-2
1081,0.1721000E-2
1082,0.1723000E-2
1083,0.1725000E-2
1084,0.1727000E-2
1085,0.1729000E-2
1086,0.1730000E-2
1087,0.1732000E-2
1088,0.1734000E-2
1089,0.1736000E-2
1090,0.1738000E-2
1091,0.1740000E-2
1092,0.1742000E-2
1093,0.1744000E-2
1094,0.1746000E-2
1095,0.1748000E-2
1096,0.1750000E-2
1097,0.1752000E-2
1098,0.1754000E-2
1099,0.1756000E-2
1100,0.1758000E-2
 ---
1001,0.2000000E-5
1002,0.4000000E-5
1003,0.6000000E-5
1004,0.8000000E-5
1005,0.1000000E-4
1006,0.1200000E-4
1007,0.1400000E-4
1008,0.1600000E-4
1009,0.1800000E-4
1010,0.2000000E-4
1011,0.2200000E-4
1012,0.2400000E-4
1013,0.2500000E-4
1014,0.2700000E-4
1015,0.2900000E-4
1016,0.3100000E-4
1017,0.3300000E-4
1018,0.3400000E-4
1019,0.3600000E-4
1020,0.3800000E-4
1021,0.4000000E-4
1022,0.4200000E-4
1023,0.5100000E-4
1024,0.5300000E-4
1025,0.5500000E-4
1026,0.5800000E-4
1027,0.5900000E-4
1028,0.6100000E-4
1029,0.6300000E-4
1030,0.6500000E-4
1031,0.6700000E-4
1032,0.6900000E-4
1033,0.7100000E-4
1034,0.7300000E-4
1035,0.7500000E-4
1036,0.7600000E-4
1037,0.7800000E-4
1038,0.8000000E-4
1039,0.8200000E-4
1040,0.8300000E-4
1041,0.8400000E-4
1042,0.8600000E-4
1043,0.8800000E-4
1044,0.9000000E-4
1045,0.9100000E-4
1046,0.9300000E-4
1047,0.9500000E-4
1048,0.9700000E-4
1049,0.9800000E-4
1050,0.1000000E-3
1051,0.1020000E-3
1052,0.1040000E-3
1053,0.1060000E-3
1054,0.1080000E-3
1055,0.1100000E-3
1056,0.1120000E-3
1057,0.1140000E-3
1058,0.1160000E-3
1059,0.1380000E-3
1060,0.1400000E-3
1061,0.1420000E-3
1062,0.1430000E-3
1063,0.1450000E-3
1064,0.1470000E-3
1065,0.1490000E-3
1066,0.1510000E-3
1067,0.1530000E-3
1068,0.1550000E-3
1069,0.1560000E-3
1070,0.1580000E-3
1071,0.1600000E-3
1072,0.1620000E-3
1073,0.1640000E-3
1074,0.1660000E-3
1075,0.1680000E-3
1076,0.1700000E-3
1077,0.1720000E-3
1078,0.1740000E-3
1079,0.1760000E-3
1080,0.1770000E-3
1081,0.1790000E-3
